CRN,Subj,Crse,Sect,Part of Term,Session,Title,Prof,Day  Beg   End   Bldg Room  (Type),Campus,AddlInfo,Hrs,Max,MaxResv,LeftResv,Enr,ARRAY(0x1a293e8),Room Cap
42259,CEE,8301,4,Full Term ... `01-SEP to 20-DEC,Evening,CIVIL ENGINEERING MATERIALS,Mehta  Yusuf`Bhavsar  Parth Pravinbhai`Lomboy  Gilson Rescober`,T       1445 1645 BOZ 112 (Exam)`T       1530 1645 ROWAN 117 (Class)`W       1700 1815   (Class)`W       1830 1945 ROWAN 239 (Class)`R       1100 1215 ROWAN 117 (Class),Main,,2,18,0,0,18,0,36
40883,CEE,8305,1,Full Term ... `01-SEP to 20-DEC,Day,CIVIL ENG SYSTEMS,Valentine  Samantha N,MW      1100 1215 ROWAN 117 (Class)`M       1015 1215 ROWAN 117 (Exam),Main,,3,35,0,0,32,3,116
40913,CEE,8305,2,Full Term ... `01-SEP to 20-DEC,Evening,CIVIL ENG SYSTEMS,Valentine  Samantha N,M       1830 1945 ROWAN 117 (Class)`M       1900 2100 ROWAN 117 (Exam)`M       2000 2115 ROWAN 117 (Class),Main,,3,40,0,0,38,2,116
40926,CEE,8311,1,Full Term ... `01-SEP to 20-DEC,Day,ENVIRONMENTAL ENGINEERING I,Jahan  Kauser,M       1230 1345 ROWAN 104 (Class)`M       1230 1430 ROWAN 104 (Exam)`M       1400 1515 ROWAN 104 (Class)`TR      0930 1045 ROWAN 104 (Class),Main,,3,18,0,0,21,-3,42
40930,CEE,8311,2,Full Term ... `01-SEP to 20-DEC,Day,ENVIRONMENTAL ENGINEERING I,Jahan  Kauser,TR      0930 1045 ROWAN 104 (Class)`W       1230 1345 ROWAN 104 (Class)`W       1230 1430 ROWAN 104 (Exam)`W       1400 1515 ROWAN 104 (Class),Main,,3,18,0,0,19,-1,42
40942,CEE,8311,3,Full Term ... `01-SEP to 20-DEC,Evening,ENVIRONMENTAL ENGINEERING I,Torlapati  Jagadish,M       1700 1815 ROWAN 104 (Class)`M       1700 1900 ROWAN 104 (Exam)`W       1700 1815   (Class)`W       1830 1945   (Class)`R       1530 1645 ROWAN 104 (Class),Main,,3,18,0,0,14,4,42
42245,CEE,8311,4,Full Term ... `01-SEP to 20-DEC,Evening,ENVIRONMENTAL ENGINEERING I,Torlapati  Jagadish,M       1700 1815 ROWAN 104 (Class)`M       1700 1900 ROWAN 104 (Exam)`T       1700 1815   (Class)`T       1830 1945   (Class)`R       1530 1645 ROWAN 104 (Class),Main,,3,18,0,0,16,2,42
40953,CEE,8382,1,Full Term ... `01-SEP to 20-DEC,Day,STRUCTURAL ANALYSIS,Dusseau  Ralph A.,MW      1100 1215 ROWAN 104 (Class)`M       1015 1215 ROWAN 104 (Exam),Main,,3,30,0,0,34,-4,42
41002,CEE,8382,2,Full Term ... `01-SEP to 20-DEC,Day,STRUCTURAL ANALYSIS,Iranmanesh  Amirhossein,TR      0800 0915 ROWAN 104 (Class)`R       0800 1000 ROWAN 104 (Exam),Main,,3,30,0,0,27,3,42
41006,CEE,8431,1,Full Term ... `01-SEP to 20-DEC,Evening,SOLID/HAZARDOUS WASTE MGMT,Ahmed  Tariq,T       1830 1945 ROWAN 239 (Class)`T       1900 2100 ROWAN 239 (Exam)`T       2000 2115 ROWAN 239 (Class),Main,,3,20,0,0,13,7,36
41069,CEE,8436,1,Full Term ... `01-SEP to 20-DEC,Evening,SUSTAIN TECH FOR BUILT ENVIRON,STAFF,,Main,,3,0,0,0,0,0,
44024,CEE,8444,1,Full Term ... `01-SEP to 20-DEC,Evening,PRINCIPLES HYDRAULIC DESIGN,Torlapati  Jagadish,M       1830 1945 ROWAN 239 (Class)`M       1900 2100 ROWAN 239 (Exam)`M       2000 2115 ROWAN 239 (Class),Main,,3,20,0,0,18,2,36
41009,CEE,8452,1,Full Term ... `01-SEP to 20-DEC,Evening,FOUNDATION ENGN SR,Marchisello  Matthew J,M       1830 1945 ROWAN 104 (Class)`M       1900 2100 ROWAN 104 (Exam)`M       2000 2115 ROWAN 104 (Class),Main,,3,20,0,0,28,-8,42
41021,CEE,8473,1,Full Term ... `01-SEP to 20-DEC,Evening,ADV STRUCT ANALYS SR,Riddell  William T,W       1830 1945 ROWAN 104 (Class)`W       1900 2100 ROWAN 104 (Exam)`W       2000 2115 ROWAN 104 (Class),Main,,3,20,0,0,5,15,42
41026,CEE,8481,1,Full Term ... `01-SEP to 20-DEC,Day,REINFORCED CONCRETE DESIGN,Cleary  Douglas B.,TR      0930 1045 ROWAN 239 (Class)`R       1015 1215 JAMES 1056 (Exam),Main,,3,30,0,0,31,-1,36
41030,CEE,8491,1,Full Term ... `01-SEP to 20-DEC,Day,CIVIL ENG DESIGN PROJ I,Adams  Francis Thomas,MW      1530 1645 ROWAN 239 (Class)`MW      1700 1815 ROWAN 239 (Class)`M       1445 1645 ROWAN 239 (Exam),Main,,2,30,0,0,30,0,36
41033,CEE,8491,2,Full Term ... `01-SEP to 20-DEC,Day,CIVIL ENG DESIGN PROJ I,Szabo  Douglas J,T       1530 1645 ROWAN 239 (Class)`T       1700 1815 ROWAN 239 (Class)`T       1700 1900 ROWAN 239 (Exam)`R       1530 1645 ROWAN 239 (Class)`R       1700 1815 ROWAN 239 (Class),Main,,2,30,0,0,21,9,36
41042,CEE,8493,1,Full Term ... `01-SEP to 20-DEC,Evening,SP TP:CIVIL ENGR PRACTICE,Venuto  Michael,R       1830 1945 ROWAN 117 (Class)`R       1900 2100 ROWAN 117 (Exam)`R       2000 2115 ROWAN 117 (Class),Main,,3,60,0,0,50,10,116
43771,CEE,8493,2,Full Term ... `01-SEP to 20-DEC,Evening,SP TP:INTEL TRANS ENG FOR SNRS Intelligent Transportation Engineering for Seniors`,Bhavsar  Parth Pravinbhai,T       1830 1945 ROWAN 104 (Class)`T       1900 2100 ROWAN 104 (Exam)`T       2000 2115 ROWAN 104 (Class),Main,,3,20,0,0,14,6,42
43772,CEE,8503,1,Full Term ... `01-SEP to 20-DEC,Evening,SP TP:INTEL TRANSPORT ENGR Intelligent Transportation Engineering`,Bhavsar  Parth Pravinbhai,T       1830 1945 ROWAN 104 (Class)`T       1900 2100 ROWAN 104 (Exam)`T       2000 2115 ROWAN 104 (Class),Main,,3,10,0,0,5,5,42
44974,CEE,8503,2,Full Term ... `01-SEP to 20-DEC,Day,SP TOP CEE:RISA ANALYSIS & DES,Dusseau  Ralph A.,   ,Main,,3,1,0,0,1,0,
41045,CEE,8531,1,Full Term ... `01-SEP to 20-DEC,Evening,SOLID/HAZ WATER MGT,Ahmed  Tariq,T       1830 1945 ROWAN 239 (Class)`T       1900 2100 ROWAN 239 (Exam)`T       2000 2115 ROWAN 239 (Class),Main,,3,10,0,0,9,1,36
44025,CEE,8544,1,Full Term ... `01-SEP to 20-DEC,Evening,HYDRAULIC DESIGN,Torlapati  Jagadish,M       1830 1945 ROWAN 239 (Class)`M       1900 2100 ROWAN 239 (Exam)`M       2000 2115 ROWAN 239 (Class),Main,,3,10,0,0,2,8,36
41050,CEE,8552,1,Full Term ... `01-SEP to 20-DEC,Evening,FOUNDATION ENGN,Marchisello  Matthew J,M       1830 1945 ROWAN 104 (Class)`M       1900 2100 ROWAN 104 (Exam)`M       2000 2115 ROWAN 104 (Class),Main,,3,10,0,0,2,8,42
41065,CEE,8573,1,Full Term ... `01-SEP to 20-DEC,Evening,ADV STRUCT ANALYSIS,Riddell  William T,W       1830 1945 ROWAN 104 (Class)`W       1900 2100 ROWAN 104 (Exam)`W       2000 2115 ROWAN 104 (Class),Main,,3,10,0,0,7,3,42
40480,CHE,6201,1,Full Term ... `01-SEP to 20-DEC,Day,PRIN CHEM PROCES I,Dahm  Kevin D.,MW      1530 1645 ROWAN 102 (Class)`M       1445 1645 ROWAN 102 (Exam)`W       1700 1815 ROWAN 102 (Class),Main,,2,21,0,0,28,-7,35
40482,CHE,6201,2,Full Term ... `01-SEP to 20-DEC,Day,PRIN CHEM PROCES I,Dahm  Kevin D.,TR      1100 1215 ROWAN 102 (Class)`T       1015 1215 ROWAN 102 (Exam)`R       0930 1045 ROWAN 102 (Class),Main,,2,21,0,0,28,-7,35
40486,CHE,6309,1,Full Term ... `01-SEP to 20-DEC,Day,PROCESS FLUID TRANSPORT,Montalbo-Lomboy  Melissa Tabad,M       1015 1215 ROWAN 102 (Exam)`M       1230 1345 ROWAN 102 (Class)`M       1400 1515 ROWAN 102 (Class)`W       1100 1215 ROWAN 102 (Class),Main,,2,24,0,0,30,-6,35
40494,CHE,6309,2,Full Term ... `01-SEP to 20-DEC,Day,PROCESS FLUID TRANSPORT,Hesketh  Robert Paul,W       0800 0915 ROWAN 340 (Class)`W       0800 1000 ROWAN 340 (Exam)`W       0930 1045 ROWAN 340 (Class)`F       1100 1215 ROWAN 340 (Class),Main,,2,24,0,0,30,-6,36
40505,CHE,6310,1,Full Term ... `01-SEP to 20-DEC,Day,CHEM.ENG.THERMODYNMCS I,Noshadi  Iman,MF      1100 1215 ROWAN 102 (Class)`W       1400 1515 ROWAN 102 (Class)`F       1230 1430 ROWAN 102 (Exam),Main,,3,24,0,0,31,-7,35
40525,CHE,6310,2,Full Term ... `01-SEP to 20-DEC,Day,CHEM.ENG.THERMODYNMCS I,Savelski  Mariano J.`VanKirk  Jesse Frederick`,M       1230 1345 ROWAN 340 (Class)`W       1100 1215 ROWAN 340 (Class)`F       0930 1045 ROWAN 340 (Class)`F       1015 1215 ROWAN 340 (Exam),Main,,3,24,0,0,29,-5,36
40531,CHE,6311,1,Full Term ... `01-SEP to 20-DEC,Day,HEAT TRANSFER PROCESSES,Slater  C. Stewart,MW      0930 1045 ROWAN 102 (Class)`W       0800 0915 ROWAN 102 (Class)`W       1015 1215 ROWAN 102 (Exam),Main,,2,24,0,0,30,-6,35
40533,CHE,6311,2,Full Term ... `01-SEP to 20-DEC,Day,HEAT TRANSFER PROCESSES,Lieberman  Richard B,MW      1400 1515 ROWAN 340 (Class)`W       1230 1345 ROWAN 340 (Class)`W       1445 1645 ROWAN 340 (Exam),Main,,2,24,0,0,29,-5,36
40534,CHE,6312,1,Full Term ... `01-SEP to 20-DEC,Day,SEPARATION PROCESSES I,Hesketh  Robert Paul,W       1230 1345 ROWAN 102 (Class)`W       1230 1430 ROWAN 102 (Exam)`F       0800 0915 ROWAN 102 (Class)`F       0930 1045 ROWAN 102 (Class),Main,,2,24,0,0,30,-6,35
40535,CHE,6312,2,Full Term ... `01-SEP to 20-DEC,Day,SEPARATION PROCESSES I,Vernengo  Andrea J,M       0930 1045 ROWAN 340 (Class)`M       1015 1215 ROWAN 340 (Exam)`M       1100 1215 ROWAN 340 (Class)`F       1230 1345 ROWAN 340 (Class),Main,,2,24,0,0,31,-7,36
40628,CHE,6381,1,Full Term ... `01-SEP to 20-DEC,Online,CHEMICAL ENGINEERING MATERIALS ONLINE. AFTER REGISTRATION  VISIT ROWANONLINE.COM/PORTAL TO GET STARTED.`,Vernengo  Andrea J,   ,Online,,2,35,0,0,35,0,
40629,CHE,6401,1,Full Term ... `01-SEP to 20-DEC,Day,CHEM PROCESS COMPONENT DES,LaCerra  Robert B`Savelski  Mariano J.`,T       0930 1045 ROWAN 340 (Class)`T       1100 1215 ROWAN 340 (Class)`R       0800 0915 ROWAN 117 (Class)`R       0800 1000 ROWAN 117 (Exam)`R       0930 1045 ROWAN 117 (Class),Main,,4,25,0,0,28,-3,36
40630,CHE,6401,2,Full Term ... `01-SEP to 20-DEC,Day,CHEM PROCESS COMPONENT DES,LaCerra  Robert B`Savelski  Mariano J.`,T       1530 1645 ROWAN 340 (Class)`T       1700 1815 ROWAN 340 (Class)`R       0800 0915 ROWAN 117 (Class)`R       0800 1000 ROWAN 117 (Exam)`R       0930 1045 ROWAN 117 (Class),Main,,4,25,0,0,27,-2,36
40675,CHE,6403,1,Full Term ... `01-SEP to 20-DEC,Day,UNIT OPS EXPERIMENT DSGN/ANALY,VanKirk  Jesse Frederick,M       1530 1645 ROWAN 340 (Class)`M       1700 1815 ROWAN 340 (Class)`F       1100 1215 ROWAN 117 (Class)`F       1230 1345 ROWAN 117 (Class)`F       1230 1430 ROWAN 117 (Exam),Main,,2,18,0,0,18,0,36
40676,CHE,6403,2,Full Term ... `01-SEP to 20-DEC,Day,UNIT OPS EXPERIMENT DSGN/ANALY,VanKirk  Jesse Frederick,W       1530 1645 ROWAN 340 (Class)`W       1700 1815 ROWAN 340 (Class)`F       1100 1215 ROWAN 117 (Class)`F       1230 1345 ROWAN 117 (Class)`F       1230 1430 ROWAN 117 (Exam),Main,,2,20,0,0,20,0,36
40691,CHE,6403,3,Full Term ... `01-SEP to 20-DEC,Day,UNIT OPS EXPERIMENT DSGN/ANALY,Gephardt  Zenaida,R       1530 1645 ROWAN 340 (Class)`R       1700 1815 ROWAN 340 (Class)`F       1100 1215 ROWAN 117 (Class)`F       1230 1345 ROWAN 117 (Class)`F       1230 1430 ROWAN 117 (Exam),Main,,2,18,0,0,18,0,36
40701,CHE,6405,1,Full Term ... `01-SEP to 20-DEC,Online,PROCESS DYNAMICS & CONTROL ONLINE. AFTER REGISTRATION  VISIT ROWANONLINE.COM/PORTAL TO GET STARTED.`,Staehle  Mary McDonald,   ,Online,,3,30,0,0,30,0,
40709,CHE,6405,2,Full Term ... `01-SEP to 20-DEC,Hybrid,PROCESS DYNAMICS & CONTROL HYBRID. AFTER REGISTRATION  VISIT ROWANONLINE.COM/PORTAL TO GET STARTED ONLINE.`,Gephardt  Zenaida,R       1830 1945 ROWAN 340 (Class)`R       1900 2100 ROWAN 340 (Exam)`R       2000 2115 ROWAN 340 (Class),Main,,3,30,0,0,28,2,36
40724,CHE,6441,1,Full Term ... `01-SEP to 20-DEC,Evening,PROCESS SAFETY,STAFF,,Main,,3,0,0,0,0,0,
44032,CHE,6466,1,Full Term ... `01-SEP to 20-DEC,Evening,POLYMER PROCESSING,Stanzione  Joseph F,T       1830 1945 ROWAN 102 (Class)`T       1900 2100 ROWAN 102 (Exam)`T       2000 2115 ROWAN 102 (Class),Main,,3,20,0,0,21,-1,35
40728,CHE,6475,1,Full Term ... `01-SEP to 20-DEC,Evening,PRIN OF BIOPHARM/IND FLUID MIX,Etchells  Arthur W`Grenville  Richard K`,M       1830 1945 ROWAN 340 (Class)`M       1900 2100 ROWAN 340 (Exam)`M       2000 2115 ROWAN 340 (Class),Main,,3,20,0,0,20,0,36
40729,CHE,6476,1,Full Term ... `01-SEP to 20-DEC,Evening,PRIN BIOSEPARATION PROCESSES,Montalbo-Lomboy  Melissa Tabad,W       1830 1945 ROWAN 340 (Class)`W       1900 2100 ROWAN 340 (Exam)`W       2000 2115 ROWAN 340 (Class),Main,,3,20,0,0,20,0,36
40730,CHE,6502,1,Full Term ... `01-SEP to 20-DEC,Day,SPC TOP:POLYMERS OF/FOR FUTURE Polymers of and for the Future`,Stanzione  Joseph F,R       1100 1215 ROWAN 340 (Class)`R       1230 1345 ROWAN 340 (Class)`R       1230 1430 ROWAN 340 (Exam),Main,,3,0,0,0,2,-2,36
40731,CHE,6512,1,Full Term ... `01-SEP to 20-DEC,Evening,SAFETY PROCES INDUST,STAFF,,Main,,3,0,0,0,0,0,
44033,CHE,6518,1,Full Term ... `01-SEP to 20-DEC,Evening,POLYMER ENGINEERING,Stanzione  Joseph F,T       1830 1945 ROWAN 102 (Class)`T       1900 2100 ROWAN 102 (Exam)`T       2000 2115 ROWAN 102 (Class),Main,,3,5,0,0,6,-1,35
40732,CHE,6575,1,Full Term ... `01-SEP to 20-DEC,Evening,BIOPHARM/INDUSTRIAL FLUID MXNG,Etchells  Arthur W`Grenville  Richard K`,M       1830 1945 ROWAN 340 (Class)`M       1900 2100 ROWAN 340 (Exam)`M       2000 2115 ROWAN 340 (Class),Main,,3,5,0,0,2,3,36
40734,CHE,6576,1,Full Term ... `01-SEP to 20-DEC,Evening,BIOSEPARATION PROCESSES,Montalbo-Lomboy  Melissa Tabad,W       1830 1945 ROWAN 340 (Class)`W       1900 2100 ROWAN 340 (Exam)`W       2000 2115 ROWAN 340 (Class),Main,,3,5,0,0,4,1,36
41653,CHEM,5100,1,Full Term ... `01-SEP to 20-DEC,Evening,ESSENTIALS OF GEN CHEMISTRY,Miller  Michael D,MW      1700 1815 SCIENC 341 (Class)`W       1700 1900 SCIENC 341 (Exam),Main,,3,20,0,0,18,2,24
41654,CHEM,5100,2,Full Term ... `01-SEP to 20-DEC,Day,ESSENTIALS OF GEN CHEMISTRY,Lucci  Allison Lee,TR      1100 1215 SCIENC 314 (Class)`T       1015 1215 SCIENC 314 (Exam),Main,,3,20,0,0,20,0,26
41656,CHEM,5100,3,Full Term ... `01-SEP to 20-DEC,Day,ESSENTIALS OF GEN CHEMISTRY,STAFF,,Main,,3,0,0,0,0,0,
41657,CHEM,5102,1,Full Term ... `01-SEP to 20-DEC,Day,CHEM/EVERYDAY LIFE,Foglein  Jonathan Lee`Taylor  Douglas`,M       0800 0915 SCIENC 341 (Lab)`M       0930 1045 SCIENC 341 (Lab)`TR      0800 0915 SCIENC 324 (Lecture)`R       0800 1000 SCIENC 324 (Exam),Main,,4,24,0,0,21,3,24
41658,CHEM,5102,2,Full Term ... `01-SEP to 20-DEC,Day,CHEM/EVERYDAY LIFE,Foglein  Jonathan Lee`Taylor  Douglas`,M       1100 1215 SCIENC 341 (Lab)`M       1230 1345 SCIENC 341 (Lab)`TR      0800 0915 SCIENC 324 (Lecture)`R       0800 1000 SCIENC 324 (Exam),Main,,4,24,0,0,23,1,24
43825,CHEM,5430,1,Full Term ... `01-SEP to 20-DEC,Online,ADV TPS:BIOMEDICAL TOXICOLOGY ONLINE. AFTER REGISTRATION  VISIT ROWANONLINE.COM/PORTAL TO GET STARTED.`,Huggins  Dona J,   ,Online,,3,25,0,0,25,0,0
45219,CHEM,5435,1,Full Term ... `01-SEP to 20-DEC,Day,CO-OP EXPER/CHEMISTRY,Caputo  Gregory A,   ,Off-campus,,3,0,0,0,0,0,
41695,CHEM,5440,1,Full Term ... `01-SEP to 20-DEC,Day,RESEARCH I,Caputo  Gregory A,   ,Main,,3,0,0,0,31,-31,
41696,CHEM,5441,1,Full Term ... `01-SEP to 20-DEC,Day,RESEARCH II,Caputo  Gregory A,   ,Main,,3,0,0,0,11,-11,
41671,CHEM,5450,1,Full Term ... `01-SEP to 20-DEC,Evening,SEMINAR I,Perez  Lark J,T       1700 1815 SCIENC 128 (Class)`T       1700 1900 SCIENC 128 (Exam),Main,,1,10,0,0,12,-2,40
41672,CHEM,5450,2,Full Term ... `01-SEP to 20-DEC,Evening,SEMINAR I,Moura  Gustavo,T       1700 1815 SCIENC 314 (Class)`T       1700 1900 SCIENC 314 (Exam),Main,,1,10,0,0,10,0,26
41673,CHEM,5450,3,Full Term ... `01-SEP to 20-DEC,Evening,SEMINAR I,Nazer  Behrooz,T       1700 1815 SCIENC 341 (Class)`T       1700 1900 SCIENC 341 (Exam),Main,,1,10,0,0,10,0,24
41674,CHEM,5450,4,Full Term ... `01-SEP to 20-DEC,Evening,SEMINAR I,Mugweru  Amos M,T       1700 1815 SCIENC 329 (Class)`T       1700 1900 SCIENC 329 (Exam),Main,,1,10,0,0,10,0,14
43857,CHEM,5530,1,Full Term ... `01-SEP to 20-DEC,Evening,SPEC TOPICS:ELECTROCHEMISTRY,Mugweru  Amos M,MW      1700 1815 SCIENC 324 (Class),Main,,3,10,0,0,0,10,52
43826,CHEM,5530, 1S,Full Term ... `01-SEP to 20-DEC,Online,SPEC TPS:BIOMEDICAL TOXICOLOGY ONLINE. AFTER REGISTRATION  VISIT ROWANONLINE.COM/PORTAL TO GET STARTED.`,Huggins  Dona J,   ,Online,,3,0,0,0,4,-4,0
41687,CHEM,5550,1,Full Term ... `01-SEP to 20-DEC,Evening,ADV SEMINAR,Jonnalagadda  Subash,R       1700 1815 SCIENC 128 (Class)`R       1700 1900 SCIENC 128 (Exam),Main,,1,15,0,0,20,-5,40
41590,CHEM,6100,1,Full Term ... `01-SEP to 20-DEC,Day,CHEMISTRY I,McPherson  Lee D,MF      0800 0915 SCIENC 324 (Lecture)`T       0800 0915 SCIENC 322 (Lab)`T       0930 1045 SCIENC 322 (Lab)`F       0800 1000 SCIENC 324 (Exam),Main,,4,26,1,-16,26,0,26
41591,CHEM,6100,2,Full Term ... `01-SEP to 20-DEC,Day,CHEMISTRY I-LC,McPherson  Lee D`Richards  William A`,MF      0800 0915 SCIENC 324 (Lecture)`W       0800 0915 SCIENC 322 (Lab)`W       0930 1045 SCIENC 322 (Lab)`F       0800 1000 SCIENC 324 (Exam),Main,,4,0,0,0,22,-22,26
41592,CHEM,6100,3,Full Term ... `01-SEP to 20-DEC,Day,CHEMISTRY I,Dichmann-Schmidt  Andrea T`Richards  William A`,M       0800 0915 SCIENC 322 (Lab)`M       0930 1045 SCIENC 322 (Lab)`TR      0800 0915 ROBSON 121 (Lecture)`R       0800 1000 ROBSON 121 (Exam),Main,,4,26,1,-17,25,1,26
41593,CHEM,6100,4,Full Term ... `01-SEP to 20-DEC,Day,CHEMISTRY I,Dichmann-Schmidt  Andrea T`Kommineni  Sai Krishna`,TR      0800 0915 ROBSON 121 (Lecture)`R       0800 1000 ROBSON 121 (Exam)`F       0800 0915 SCIENC 322 (Lab)`F       0930 1045 SCIENC 322 (Lab),Main,,4,26,1,-13,25,1,26
41594,CHEM,6100,5,Full Term ... `01-SEP to 20-DEC,Day,CHEMISTRY I-LC,McPherson  Lee D`Richards  William A`,MW      0930 1045 ROBSON 121 (Lecture)`W       1015 1215 ROBSON 121 (Exam)`R       0800 0915 SCIENC 322 (Lab)`R       0930 1045 SCIENC 322 (Lab),Main,,4,0,0,0,15,-15,26
41595,CHEM,6100,6,Full Term ... `01-SEP to 20-DEC,Day,CHEMISTRY I,McPherson  Lee D`Philippi  Shane V.`,MW      0930 1045 ROBSON 121 (Lecture)`W       1015 1215 ROBSON 121 (Exam)`S       0930 1045 SCIENC 322 (Lab)`S       1100 1215 SCIENC 322 (Lab),Main,,4,26,1,-16,25,1,26
41596,CHEM,6100,7,Full Term ... `01-SEP to 20-DEC,Day,CHEMISTRY I,Abouelsaadate  Hanan H`Domingue  Raymond P`,M       1100 1215 SCIENC 322 (Lab)`M       1230 1345 SCIENC 322 (Lab)`WF      1100 1215 ROBSON 121 (Lecture)`F       1230 1430 ROBSON 121 (Exam),Main,,4,26,1,-10,24,2,26
41597,CHEM,6100,8,Full Term ... `01-SEP to 20-DEC,Day,CHEMISTRY I,Abouelsaadate  Hanan H`Kommineni  Sai Krishna`,T       1100 1215 SCIENC 322 (Lab)`T       1230 1345 SCIENC 322 (Lab)`WF      1100 1215 ROBSON 121 (Lecture)`F       1230 1430 ROBSON 121 (Exam),Main,,4,26,1,-18,24,2,26
41598,CHEM,6100,9,Full Term ... `01-SEP to 20-DEC,Day,CHEMISTRY I-LC,Wade  David J,MR      1100 1215 ROBSON 121 (Lecture)`M       1015 1215 ROBSON 121 (Exam)`W       1100 1215 SCIENC 322 (Lab)`W       1230 1345 SCIENC 322 (Lab),Main,,4,0,0,0,21,-21,26
41599,CHEM,6100,10,Full Term ... `01-SEP to 20-DEC,Day,CHEMISTRY I-LC,Wade  David J,MR      1100 1215 ROBSON 121 (Lecture)`M       1015 1215 ROBSON 121 (Exam)`F       1100 1215 SCIENC 322 (Lab)`F       1230 1345 SCIENC 322 (Lab),Main,,4,0,0,0,18,-18,26
41600,CHEM,6100,11,Full Term ... `01-SEP to 20-DEC,Day,CHEMISTRY I,Abouelsaadate  Hanan H`Philippi  Shane V.`,M       1230 1345 SCIENC 324 (Lecture)`W       1230 1345 ROBSON 121 (Lecture)`W       1230 1430 ROBSON 121 (Exam)`R       1100 1215 SCIENC 322 (Lab)`R       1230 1345 SCIENC 322 (Lab),Main,,4,26,1,-17,26,0,26
41601,CHEM,6100,12,Full Term ... `01-SEP to 20-DEC,Day,CHEMISTRY I,Abouelsaadate  Hanan H`Ghanem  Fadi`,M       1230 1345 SCIENC 324 (Lecture)`W       1230 1345 ROBSON 121 (Lecture)`W       1230 1430 ROBSON 121 (Exam)`S       1230 1345 SCIENC 322 (Lab)`S       1400 1515 SCIENC 322 (Lab),Main,,4,26,1,-13,26,0,26
41602,CHEM,6100,13,Full Term ... `01-SEP to 20-DEC,Day,CHEMISTRY I,Pilarz  Matthew`Cai  Jun`,M       1530 1645 SCIENC 322 (Lab)`M       1700 1815 SCIENC 322 (Lab)`TR      1400 1515 ROBSON 121 (Lecture)`R       1445 1645 ROBSON 121 (Exam),Main,,4,26,1,-16,26,0,26
41603,CHEM,6100,14,Full Term ... `01-SEP to 20-DEC,Day,CHEMISTRY I,Pilarz  Matthew`Cai  Jun`,TR      1400 1515 ROBSON 121 (Lecture)`R       1445 1645 ROBSON 121 (Exam)`F       1530 1645 SCIENC 322 (Lab)`F       1700 1815 SCIENC 322 (Lab),Main,,4,26,1,-16,26,0,26
41604,CHEM,6100,15,Full Term ... `01-SEP to 20-DEC,Day,CHEMISTRY I,Mishchuk  Olena`Machireddy  Babitha`,MF      1530 1645 ROBSON 121 (Lecture)`T       1400 1515 SCIENC 322 (Lab)`T       1530 1645 SCIENC 322 (Lab)`F       1700 1900 ROBSON 121 (Exam),Main,,4,26,1,-16,25,1,26
41605,CHEM,6100,16,Full Term ... `01-SEP to 20-DEC,Day,CHEMISTRY I,Mishchuk  Olena`Newton  Ebenezer O.`,MF      1530 1645 ROBSON 121 (Lecture)`R       1400 1515 SCIENC 322 (Lab)`R       1530 1645 SCIENC 322 (Lab)`F       1700 1900 ROBSON 121 (Exam),Main,,4,26,1,-20,26,0,26
41607,CHEM,6100,17,Full Term ... `01-SEP to 20-DEC,Day,CHEMISTRY I,Pilarz  Matthew,TR      1530 1645 ROBSON 121 (Lecture)`T       1445 1645 ROBSON 121 (Exam)`W       1530 1645 SCIENC 322 (Lab)`W       1700 1815 SCIENC 322 (Lab),Main,,4,26,1,-18,25,1,26
41608,CHEM,6100,18,Full Term ... `01-SEP to 20-DEC,Day,CHEMISTRY I,Pilarz  Matthew`Machireddy  Babitha`,TR      1530 1645 ROBSON 121 (Lecture)`T       1445 1645 ROBSON 121 (Exam)`F       1530 1645 SCIENC 314A (Lab)`F       1700 1815 SCIENC 314A (Lab),Main,,4,26,1,-16,26,0,26
41611,CHEM,6100,19,Full Term ... `01-SEP to 20-DEC,Evening,CHEMISTRY I,Casey  Susanne P.,MW      1700 1815 ROBSON 121 (Lecture)`T       1700 1815 SCIENC 322 (Lab)`T       1830 1945 SCIENC 322 (Lab)`W       1700 1900 ROBSON 121 (Exam),Main,,4,26,1,-18,26,0,26
41612,CHEM,6100,20,Full Term ... `01-SEP to 20-DEC,Evening,CHEMISTRY I,Casey  Susanne P.`Patel  Suniti B`,MW      1700 1815 ROBSON 121 (Lecture)`W       1700 1900 ROBSON 121 (Exam)`R       1700 1815 SCIENC 322 (Lab)`R       1830 1945 SCIENC 322 (Lab),Main,,4,26,1,-15,25,1,26
41613,CHEM,6100,21,Full Term ... `01-SEP to 20-DEC,Evening,CHEMISTRY I,Skinner  Stephen A,M       1830 1945 SCIENC 322 (Lab)`M       2000 2115 SCIENC 322 (Lab)`T       1830 1945 ROBSON 121 (Lecture)`T       1900 2100 ROBSON 121 (Exam)`T       2000 2115 ROBSON 121 (Lecture),Main,,4,26,1,-8,24,2,26
41614,CHEM,6100,22,Full Term ... `01-SEP to 20-DEC,Evening,CHEMISTRY I,Skinner  Stephen A`Gil-Toreki  Caroline J`,T       1830 1945 ROBSON 121 (Lecture)`T       1900 2100 ROBSON 121 (Exam)`T       2000 2115 ROBSON 121 (Lecture)`W       1830 1945 SCIENC 322 (Lab)`W       2000 2115 SCIENC 322 (Lab),Main,,4,26,1,-4,25,1,26
