Subj,Crse,Sect,(Type) 0,Day 0,Times 0, Building and Room 0,(Type) 1,Day 1,Times 1, Building and Room 1,(Type) 2,Day 2,Times 2, Building and Room 2,(Type) 3,Day 3,Times 3, Building and Room 3,(Type) 4,Day 4,Times 4, Building and Room 4,(Type) 5,Day 5,Times 5, Building and Room 5,(Type) 6,Day 6,Times 6, Building and Room 6,(Type) 7,Day 7,Times 7, Building and Room 7,(Type) 8,Day 8,Times 8, Building and Room 8,(Type) 9,Day 9,Times 9, Building and Room 9,(Type) 10,Day 10,Times 10, Building and Room 10,Session,CRN,Title,Prof,Campus,Hrs
BIOL,11330,  1,(Lecture),M,1230 to 1345,SCIENC 204,(Lecture),W,1230 to 1345,SCIENC 204,(Lab),R,1100 to 1215,SCIENC 204,(Lab),R,1230 to 1345,SCIENC 204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,41841,MICROBIOLOGY,Hecht Gregory B.,Main,4
BIOL,11330,  2,(Class),T,1830 to 1945,SCIENC 204,(Class),R,1830 to 1945,SCIENC 204,(Class),T,2000 to 2115,SCIENC 204,(Class),R,2000 to 2115,SCIENC 204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Evening,41842,MICROBIOLOGY,Sidelsky Patricia Loney,Main,4
BIOL,11330,  3,(Class),M,1830 to 1945,SCIENC 204,(Class),W,1830 to 1945,SCIENC 204,(Class),M,2000 to 2115,SCIENC 204,(Class),W,2000 to 2115,SCIENC 204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Evening,41843,MICROBIOLOGY,Mastropaolo Matthew D,Main,4
BIOL,11330,  4,(Lecture),M,0800 to 0915,SCIENC 204,(Lecture),W,0800 to 0915,SCIENC 204,(Lab),F,0800 to 0915,SCIENC 204,(Lab),F,0930 to 1045,SCIENC 204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,43847,MICROBIOLOGY,STAFF,Main,4
BIOL,11405,  1,(Class),T,1400 to 1515,SCIENC 204,(Class),R,1400 to 1515,SCIENC 204,(Class),T,1530 to 1645,SCIENC 204,(Class),R,1530 to 1645,SCIENC 204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,41844,ENVIRONMENTAL MICROBIOLOGY,Hoffman Rebecca K,Main,4
BIOL,14440,  1,(Class),M,1700 to 1815,WHITNY CL-201,(Class),W,1700 to 1815,WHITNY CL-201,(Class),M,1830 to 1945,WHITNY CL-201,(Class),W,1830 to 1945,WHITNY CL-201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,41845,INTRO TO BIOCHEMISTRY,Hecht Gregory B.,Main,3
BIOL,14540,  1,(Class),M,1700 to 1815,WHITNY CL-201,(Class),W,1700 to 1815,WHITNY CL-201,(Class),M,1830 to 1945,WHITNY CL-201,(Class),W,1830 to 1945,WHITNY CL-201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Evening,41846,INTRO BIOCHEMISTRY,Hecht Gregory B.,Main,3
BIOL,20100,  1,(Class),T,1230 to 1345,SCIENC 126,(Class),T,1400 to 1515,SCIENC 126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,41847,NATURAL RESOURCES,STAFF,Main,3
BIOL,20330,  1,(Lab),M,1530 to 1645,SCIENC 241,(Lab),M,1700 to 1815,SCIENC 241,(Lecture),T,1530 to 1645,SCIENC 241,(Lecture),R,1530 to 1645,SCIENC 241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,41839,ENVIRONMENTAL SCIENCE,Richmond Courtney E.,Main,4
BIOL,20401,  1,(Lab),M,0930 to 1045,SCIENC 239,(Lab),M,1100 to 1215,SCIENC 239,(Lecture),W,0930 to 1045,SCIENC 239,(Lecture),F,0930 to 1045,SCIENC 239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,41848,PRINCIPLES OF ECOLOGY,Mathers-Lowery Becky N,Main,4
BIOL,21401,  1,(Class),T,1530 to 1645,SCIENC 239,(Class),R,1530 to 1645,SCIENC 239,(Class),T,1700 to 1815,SCIENC 239,(Class),R,1700 to 1815,SCIENC 239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,41849,ENTOMOLOGY,Anderson Robert D,Main,4
BIOL,22335,  1,(Class),T,1530 to 1645,SCIENC 206,(Class),R,1530 to 1645,SCIENC 206,(Class),T,1700 to 1815,SCIENC 206,(Class),R,1700 to 1815,SCIENC 206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,41850,GENETICS,Minkovsky Natalie,Main,4
BIOL,22335,  2,(Class),T,0800 to 0915,SCIENC 204,(Class),R,0800 to 0915,SCIENC 204,(Class),T,0930 to 1045,SCIENC 204,(Class),R,0930 to 1045,SCIENC 204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,41851,GENETICS,Carroll Jill,Main,4
BIOL,22335,  3,(Class),M,1530 to 1645,SCIENC 220,(Class),F,1530 to 1645,SCIENC 220,(Class),M,1700 to 1815,SCIENC 220,(Class),F,1400 to 1515,SCIENC 220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,43848,GENETICS,STAFF,Main,4
BIOL,22450,  1,(Class),M,0800 to 0915,SCIENC 218,(Class),W,0800 to 0915,SCIENC 218,(Class),M,0930 to 1045,SCIENC 218,(Class),W,0930 to 1045,SCIENC 218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,41852,MOLECULAR GENETICS,Brumwell Craig L,Main,4
BLED,40510, 1C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Online,42871,ISSUES LANG/CULT DIV IN ESL/BI ONLINE. AFTER REGISTRATION VISIT ROWANONLINE.COM/PORTAL TO GET STARTED. FOR ESL COGS/BE GE.`,Bond Kenneth M,Online,3
BLED,40512, 1C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Online,42877,LING SEC LANG ACQ TCHG LANGS ONLINE. AFTER REGISTRATION VISIT ROWANONLINE.COM/PORTAL TO GET STARTED. FOR ESL COGS/BE GE.`,Michener Catherine Jill,Online,3
BLED,40521, 1C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Online,42879,TCHG BILING/BICUL ED:PROC/PRAC ONLINE. AFTER REGISTRATION VISIT ROWANONLINE.COM/PORTAL TO GET STARTED. FOR BE GE.`,Suh Sora A,Online,3
BLED,40522, 1C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Online,42872,INT LANG/CONT IN ESL/BIL ED ONLINE. AFTER REGISTRATION VISIT ROWANONLINE.COM/PORTAL TO GET STARTED. FOR ESL COGS/BE GE.`,Suh Sora A,Online,3
BLED,40522, 2C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Online,42874,INT LANG/CONT IN ESL/BIL ED ONLINE. AFTER REGISTRATION VISIT ROWANONLINE.COM/PORTAL TO GET STARTED. FOR ESL COGS/BE GE.`,Fernandez Kathleen M,Online,3
BLED,40522, 3C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Online,42876,INT LANG/CONT IN ESL/BIL ED ONLINE. AFTER REGISTRATION VISIT ROWANONLINE.COM/PORTAL TO GET STARTED. FOR ESL COGS/BE GE.`,Fitzpatrick Maryellen M,Online,3
BLED,40523, 1C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Online,42867,PRACT IN TEACH ENG SEC LANG ONLINE. AFTER REGISTRATION VISIT ROWANONLINE.COM/PORTAL TO GET STARTED. FOR ESL COGS/BE GE.`,Prashker Hana,Online,1
BLED,40523, 2C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Online,42868,PRACT IN TEACH ENG SEC LANG ONLINE. AFTER REGISTRATION VISIT ROWANONLINE.COM/PORTAL TO GET STARTED. FOR ESL COGS/BE GE.`,Girault Marie Conceptia,Online,1
BLED,40523, 3C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Online,42869,PRACT IN TEACH ENG SEC LANG ONLINE. AFTER REGISTRATION VISIT ROWANONLINE.COM/PORTAL TO GET STARTED. FOR ESL COGS/BE GE.`,Koegler Suzanne M,Online,1
BLED,40524, 1C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Online,42880,CLINICAL INTERNSHIP IN ESL ONLINE. AFTER REGISTRATION VISIT ROWANONLINE.COM/PORTAL TO GET STARTED. FOR ESL COGS/BE GE.`,Suh Sora A,Online,6
BLED,40524, 2C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Online,44737,CLINICAL INTERNSHIP IN ESL ONLINE. AFTER REGISTRATION VISIT ROWANONLINE.COM/PORTAL TO GET STARTED. FOR ESL COGS/BE GE.`,Prashker Hana,Online,6
BME,00390,  1,(Class),M,1400 to 1515,JAMES 3091A,(Class),W,1230 to 1345,ROWAN 117,(Class),W,1400 to 1515,ROWAN 117,(Class),F,1230 to 1345,ROWAN 104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,42323,ST IN BME:ELECTRICAL FNDS,STAFF,Main,4
BME,00390,  2,(Class),M,1100 to 1215,ENTPRZ 506,(Class),T,0930 to 1045,WHITNY CL-201,(Class),T,1100 to 1215,WHITNY CL-201,(Class),R,1100 to 1215,ROWAN 104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,42324,ST IN BME:PHYSIOLOGICAL FNDS,STAFF,Main,4
BME,00390,  3,(Class),M,0930 to 1045,ROBSON 101B,(Class),W,0930 to 1045,ROBSON 101B,(Class),F,0930 to 1045,ROBSON 224,(Class),F,1100 to 1215,ROBSON 224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,42325,ST IN BME:MECHANICAL FNDS,Galie Peter Adam,Main,4
BMS,01105,  1,(Class),T,1400 to 1540,SCIENC 341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,40436,INTRO BIOMEDICAL SCIENCES I-RS,Nucci Nathaniel V`Wu Chun`Krummenacher Claude Francois`Keck Thomas M`,Main,2
BMS,01220,  1,(Class),M,0930 to 1045,,(Class),W,0930 to 1045,,(Class),M,1100 to 1215,,(Class),W,1100 to 1215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,41588,TRANSLATIONAL BIOMED RESEARC I,Dobbins Tabbetha Amanda`Yang Catherine`Soto Reyes Ileana`Wu Chun`,Main,2
BMS,01306,  1,(Class),M,1700 to 1815,BUNCE 350,(Class),T,1700 to 1815,BUNCE 104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Evening,41853,TRANSLATIONAL CELL BIOLOGY,Krummenacher Claude Francois,Main,3
BMS,01315,  1,(Class),M,0930 to 1045,,(Class),W,0930 to 1045,,(Class),M,1100 to 1215,,(Class),W,1100 to 1215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,41302,INSTRUMTN FOR BIOMEDICAL SCIEN,Hettinger Jeffrey D.`Caputo Gregory A`,Main,3
BMS,01320,  1,(Class),M,0930 to 1045,,(Class),W,0930 to 1045,,(Class),M,1100 to 1215,,(Class),W,1100 to 1215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,41589,TRANSL BIOMEDICAL RESEARCH III,STAFF,Main,2
BMS,01333,  1,(Lecture),T,1530 to 1645,SCIENC 314,(Lecture),R,1530 to 1645,SCIENC 314,(Lab),W,1530 to 1645,SCIENC 304,(Lab),W,1700 to 1815,SCIENC 304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,43858,CELLULAR BIOCHEMISTRY,Keck Thomas M,Main,4
BUS,01105,  1,(Class),T,1700 to 1815,,(Class),T,1830 to 1945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Evening,41920,BUSINESS PERSPECTIVES Needs room. Cap=24.`,Matranga Joseph Mark,Main,3
BUS,01303,  1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Online,41895,BUSINESS PRACTICUM,Schillo Michael B,Online,3
BUS,01303,  2,(Class),M,1830 to 1945,BCTC 131,(Class),M,2000 to 2115,BCTC 131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Evening,43975,BUSINESS PRACTICUM This section is held at Rowan College at Burlington County.`,White Frederick Scott,Rowan College at Burlington Co,3
BUS,01401,  1,(Class),W,1700 to 1815,ENTPRZ 417,(Class),W,1830 to 1945,ENTPRZ 417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Evening,41922,ISSUE IN BUS: DIRECTD RESEARCH,White Frederick Scott,Main,3
CBIO,6019M,Y10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,44172,HUMAN GROSS ANATOMY,Carsia Rocco V,Stratford,1
CBIO,6320M,Y10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,44215,MEDICAL PHYSIOLOGY,Podolin-Whiting Deborah P.,Stratford,1
CBIO,7310M,Y20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,44227,PHARMACOLOGY,Spur Bernd`Yin Kingsley E.`,Stratford,1
CEE,08301,  1,(Class),M,1230 to 1345,ROWAN 239,(Class),M,1400 to 1515,ROWAN 239,(Class),T,1530 to 1645,ROWAN 117,(Class),R,1100 to 1215,ROWAN 117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,40783,CIVIL ENGINEERING MATERIALS,Mehta Yusuf,Main,2
CEE,08301,  2,(Class),T,1530 to 1645,ROWAN 117,(Class),W,1230 to 1345,ROWAN 239,(Class),W,1400 to 1515,ROWAN 239,(Class),R,1100 to 1215,ROWAN 117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,40863,CIVIL ENGINEERING MATERIALS,STAFF,Main,2
CEE,08301,  3,(Class),T,1530 to 1645,ROWAN 117,(Class),T,1700 to 1815,,(Class),T,1830 to 1945,,(Class),R,1100 to 1215,ROWAN 117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Evening,40871,CIVIL ENGINEERING MATERIALS,Mehta Yusuf,Main,2
CEE,08301,  4,(Class),T,1530 to 1645,ROWAN 117,(Class),W,1700 to 1815,,(Class),W,1830 to 1945,ROWAN 239,(Class),R,1100 to 1215,ROWAN 117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Evening,42259,CIVIL ENGINEERING MATERIALS,Mehta Yusuf,Main,2
CEE,08305,  1,(Class),M,1100 to 1215,ROWAN 117,(Class),W,1100 to 1215,ROWAN 117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,40883,CIVIL ENG SYSTEMS,STAFF,Main,3
CEE,08305,  2,(Class),M,1830 to 1945,ROWAN 117,(Class),M,2000 to 2115,ROWAN 117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Evening,40913,CIVIL ENG SYSTEMS,STAFF,Main,3
CEE,08311,  1,(Class),M,1230 to 1345,ROWAN 104,(Class),M,1400 to 1515,ROWAN 104,(Class),T,0930 to 1045,ROWAN 104,(Class),R,0930 to 1045,ROWAN 104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,40926,ENVIRONMENTAL ENGINEERING I,STAFF,Main,3
CEE,08311,  2,(Class),T,0930 to 1045,ROWAN 104,(Class),R,0930 to 1045,ROWAN 104,(Class),W,1230 to 1345,ROWAN 104,(Class),W,1400 to 1515,ROWAN 104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,40930,ENVIRONMENTAL ENGINEERING I,STAFF,Main,3
CEE,08311,  3,(Class),M,1700 to 1815,ROWAN 104,(Class),W,1700 to 1815,,(Class),W,1830 to 1945,,(Class),R,1530 to 1645,ROWAN 104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Evening,40942,ENVIRONMENTAL ENGINEERING I,STAFF,Main,3
CEE,08311,  4,(Class),M,1700 to 1815,ROWAN 104,(Class),T,1700 to 1815,,(Class),T,1830 to 1945,,(Class),R,1530 to 1645,ROWAN 104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Evening,42245,ENVIRONMENTAL ENGINEERING I,STAFF,Main,3
CEE,08382,  1,(Class),M,1100 to 1215,ROWAN 104,(Class),W,1100 to 1215,ROWAN 104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,40953,STRUCTURAL ANALYSIS,Dusseau Ralph A.,Main,3
CEE,08382,  2,(Class),T,0800 to 0915,ROWAN 104,(Class),R,0800 to 0915,ROWAN 104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,41002,STRUCTURAL ANALYSIS,STAFF,Main,3
CEE,08431,  1,(Class),T,1830 to 1945,ROWAN 239,(Class),T,2000 to 2115,ROWAN 239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Evening,41006,SOLID/HAZARDOUS WASTE MGMT,STAFF,Main,3
CEE,08436,  1,(Class),T,1830 to 1945,ROWAN 340,(Class),R,1830 to 1945,ROWAN 239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Evening,41069,SUSTAIN TECH FOR BUILT ENVIRON,Moore Christopher,Main,3
CEE,08444,  1,(Class),M,1830 to 1945,ROWAN 239,(Class),M,2000 to 2115,ROWAN 239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Evening,44024,PRINCIPLES HYDRAULIC DESIGN,STAFF,Main,3
CEE,08452,  1,(Class),M,1830 to 1945,ROWAN 104,(Class),M,2000 to 2115,ROWAN 104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Evening,41009,FOUNDATION ENGN SR,STAFF,Main,3
CEE,08473,  1,(Class),W,1830 to 1945,ROWAN 104,(Class),W,2000 to 2115,ROWAN 104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Evening,41021,ADV STRUCT ANALYS SR,Riddell William T,Main,3
CEE,08481,  1,(Class),T,0930 to 1045,ROWAN 239,(Class),R,0930 to 1045,ROWAN 239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,41026,REINFORCED CONCRETE DESIGN,Cleary Douglas B.,Main,3
CEE,08491,  1,(Class),M,1530 to 1645,ROWAN 239,(Class),W,1530 to 1645,ROWAN 239,(Class),M,1700 to 1815,ROWAN 239,(Class),W,1700 to 1815,ROWAN 239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,41030,CIVIL ENG DESIGN PROJ I,STAFF,Main,2
CEE,08491,  2,(Class),T,1530 to 1645,ROWAN 239,(Class),T,1700 to 1815,ROWAN 239,(Class),R,1530 to 1645,ROWAN 239,(Class),R,1700 to 1815,ROWAN 239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,41033,CIVIL ENG DESIGN PROJ I,STAFF,Main,2
CEE,08493,  1,(Class),R,1830 to 1945,ROWAN 117,(Class),R,2000 to 2115,ROWAN 117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Evening,41042,SP TP:CIVIL ENGR PRACTICE,STAFF,Main,3
CEE,08493,  2,(Class),T,1830 to 1945,ROWAN 104,(Class),T,2000 to 2115,ROWAN 104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Evening,43771,SP TP:INTEL TRANS ENG FOR SNRS Intelligent Transportation Engineering for Seniors`,Bhavsar Parth Pravinbhai,Main,3
CEE,08503,  1,(Class),T,1830 to 1945,ROWAN 104,(Class),T,2000 to 2115,ROWAN 104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Evening,43772,SP TP:INTEL TRANSPORT ENGR Intelligent Transportation Engineering`,Bhavsar Parth Pravinbhai,Main,3
CEE,08531,  1,(Class),T,1830 to 1945,ROWAN 239,(Class),T,2000 to 2115,ROWAN 239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Evening,41045,SOLID/HAZ WATER MGT,STAFF,Main,3
CEE,08544,  1,(Class),M,1830 to 1945,ROWAN 239,(Class),M,2000 to 2115,ROWAN 239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Evening,44025,HYDRAULIC DESIGN,STAFF,Main,3
CEE,08552,  1,(Class),M,1830 to 1945,ROWAN 104,(Class),M,2000 to 2115,ROWAN 104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Evening,41050,FOUNDATION ENGN,STAFF,Main,3
CEE,08573,  1,(Class),W,1830 to 1945,ROWAN 104,(Class),W,2000 to 2115,ROWAN 104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Evening,41065,ADV STRUCT ANALYSIS,STAFF,Main,3
CHE,06201,  1,(Class),M,1530 to 1645,ROWAN 102,(Class),W,1530 to 1645,ROWAN 102,(Class),W,1700 to 1815,ROWAN 102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,40480,PRIN CHEM PROCES I,STAFF,Main,2
CHE,06201,  2,(Class),T,1100 to 1215,ROWAN 102,(Class),R,1100 to 1215,ROWAN 102,(Class),R,0930 to 1045,ROWAN 102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,40482,PRIN CHEM PROCES I,STAFF,Main,2
CHE,06309,  1,(Class),M,1230 to 1345,ROWAN 102,(Class),M,1400 to 1515,ROWAN 102,(Class),W,1100 to 1215,ROWAN 102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,40486,PROCESS FLUID TRANSPORT,STAFF,Main,2
CHE,06309,  2,(Class),W,0800 to 0915,ROWAN 340,(Class),W,0930 to 1045,ROWAN 340,(Class),F,1100 to 1215,ROWAN 340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,40494,PROCESS FLUID TRANSPORT,STAFF,Main,2
CHE,06310,  1,(Class),M,1100 to 1215,ROWAN 102,(Class),F,1100 to 1215,ROWAN 102,(Class),W,1400 to 1515,ROWAN 102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,40505,CHEM.ENG.THERMODYNMCS I,STAFF,Main,3
CHE,06310,  2,(Class),M,1230 to 1345,ROWAN 340,(Class),W,1100 to 1215,ROWAN 340,(Class),F,0930 to 1045,ROWAN 340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,40525,CHEM.ENG.THERMODYNMCS I,STAFF,Main,3
CHE,06311,  1,(Class),M,0930 to 1045,ROWAN 102,(Class),W,0930 to 1045,ROWAN 102,(Class),W,0800 to 0915,ROWAN 102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,40531,HEAT TRANSFER PROCESSES,STAFF,Main,2
CHE,06311,  2,(Class),M,1400 to 1515,ROWAN 340,(Class),W,1400 to 1515,ROWAN 340,(Class),W,1230 to 1345,ROWAN 340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,40533,HEAT TRANSFER PROCESSES,STAFF,Main,2
CHE,06312,  1,(Class),W,1230 to 1345,ROWAN 102,(Class),F,0800 to 0915,ROWAN 102,(Class),F,0930 to 1045,ROWAN 102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,40534,SEPARATION PROCESSES I,STAFF,Main,2
CHE,06312,  2,(Class),M,0930 to 1045,ROWAN 340,(Class),M,1100 to 1215,ROWAN 340,(Class),F,1230 to 1345,ROWAN 340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,40535,SEPARATION PROCESSES I,STAFF,Main,2
CHE,06381,  1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Online,40628,CHEMICAL ENGINEERING MATERIALS ONLINE. AFTER REGISTRATION VISIT ROWANONLINE.COM/PORTAL TO GET STARTED.`,STAFF,Online,2
CHE,06401,  1,(Class),T,0930 to 1045,ROWAN 340,(Class),T,1100 to 1215,ROWAN 340,(Class),R,0800 to 0915,ROWAN 117,(Class),R,0930 to 1045,ROWAN 117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,40629,CHEM PROCESS COMPONENT DES,STAFF,Main,4
CHE,06401,  2,(Class),T,1530 to 1645,ROWAN 340,(Class),T,1700 to 1815,ROWAN 340,(Class),R,0800 to 0915,ROWAN 117,(Class),R,0930 to 1045,ROWAN 117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,40630,CHEM PROCESS COMPONENT DES,STAFF,Main,4
CHE,06403,  1,(Class),M,1530 to 1645,ROWAN 340,(Class),M,1700 to 1815,ROWAN 340,(Class),F,1100 to 1215,ROWAN 117,(Class),F,1230 to 1345,ROWAN 117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,40675,UNIT OPS EXPERIMENT DSGN/ANALY,STAFF,Main,2
CHE,06403,  2,(Class),W,1530 to 1645,ROWAN 340,(Class),W,1700 to 1815,ROWAN 340,(Class),F,1100 to 1215,ROWAN 117,(Class),F,1230 to 1345,ROWAN 117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,40676,UNIT OPS EXPERIMENT DSGN/ANALY,STAFF,Main,2
CHE,06403,  3,(Class),R,1530 to 1645,ROWAN 340,(Class),R,1700 to 1815,ROWAN 340,(Class),F,1100 to 1215,ROWAN 117,(Class),F,1230 to 1345,ROWAN 117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,40691,UNIT OPS EXPERIMENT DSGN/ANALY,STAFF,Main,2
CHE,06405,  1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Online,40701,PROCESS DYNAMICS & CONTROL ONLINE. AFTER REGISTRATION VISIT ROWANONLINE.COM/PORTAL TO GET STARTED.`,STAFF,Online,3
CHE,06405,  2,(Class),R,1830 to 1945,ROWAN 340,(Class),R,2000 to 2115,ROWAN 340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hybrid,40709,PROCESS DYNAMICS & CONTROL HYBRID. AFTER REGISTRATION VISIT ROWANONLINE.COM/PORTAL TO GET STARTED ONLINE.`,STAFF,Main,3
CHE,06441,  1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Evening,40724,PROCESS SAFETY,STAFF,Main,3
CHE,06466,  1,(Class),T,1830 to 1945,ROWAN 102,(Class),T,2000 to 2115,ROWAN 102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Evening,44032,POLYMER PROCESSING,STAFF,Main,3
CHE,06475,  1,(Class),M,1830 to 1945,ROWAN 340,(Class),M,2000 to 2115,ROWAN 340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Evening,40728,PRIN OF BIOPHARM/IND FLUID MIX,STAFF,Main,3
CHE,06476,  1,(Class),W,1830 to 1945,ROWAN 340,(Class),W,2000 to 2115,ROWAN 340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Evening,40729,PRIN BIOSEPARATION PROCESSES,STAFF,Main,3
CHE,06502,  1,(Class),R,1100 to 1215,ROWAN 340,(Class),R,1230 to 1345,ROWAN 340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,40730,SPEC TOP: CHE SEMINARS,Savelski Mariano J.,Main,3
CHE,06512,  1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Evening,40731,SAFETY PROCES INDUST,STAFF,Main,3
CHE,06518,  1,(Class),T,1830 to 1945,ROWAN 102,(Class),T,2000 to 2115,ROWAN 102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Evening,44033,POLYMER ENGINEERING,STAFF,Main,3
