CRN,Subj,Crse,Sect,Part of Term,Session,Title,Prof,Day  Beg   End   Bldg Room  (Type),Campus,AddlInfo,Hrs,Max,MaxResv,LeftResv,Enr,ARRAY(0x30e5dc0),Room Cap
23139,ECE,09498,  2,Full Term ... `17-JAN to 08-MAY,Day,SEMINAR: ENG FRONTIERS,STAFF,M       1100 1215 REXT 319 (Class),Main,,1,24,0,0,0,24,40
23144,ECE,09504,  1,Full Term ... `17-JAN to 08-MAY,Day,ST ELEC & COMP ENGINEERING,STAFF,,Main,,3,0,0,0,0,0,0
23145,ECE,09504,  2,Full Term ... `17-JAN to 08-MAY,Evening,ST ELEC & COMP ENGINEERING,STAFF,,Main,,3,0,0,0,0,0,
23150,ECE,09504,  3,Full Term ... `17-JAN to 08-MAY,Day,ST ELEC & COMP ENGINEERING,STAFF,,Main,,3,0,0,0,0,0,
23153,ECE,09504,  4,Full Term ... `17-JAN to 08-MAY,Evening,ST ELEC & COMP ENGINEERING,STAFF,,Main,,3,0,0,0,0,0,
23154,ECE,09504,  5,Full Term ... `17-JAN to 08-MAY,Evening,ST ELEC & COMP ENGINEERING,STAFF,,Main,,3,0,0,0,0,0,0
23158,ECE,09504,  6,Full Term ... `17-JAN to 08-MAY,Evening,ST ECE:ADV COMMAND & CONTROL,Schuck  Tod M,W       1700 1815 REXT 319 (Class)`W       1830 1945 REXT 319 (Class),Main,,3,5,0,0,0,5,40
23176,ECE,09504,  7,Full Term ... `17-JAN to 08-MAY,Evening,ST ELEC & COMP ENGINEERING,STAFF,,Main,,3,0,0,0,0,0,
23177,ECE,09504,  8,Full Term ... `17-JAN to 08-MAY,Day,ST ECE:ADV PHOTONICS/LIGHTWAVE Advanced Photonics & Lightwave Comm`,Wu  Ben,F       1100 1215 REXT 341 (Class)`F       1230 1345 REXT 341 (Class),Main,,3,5,0,0,0,5,24
24232,ECE,09504,  9,Full Term ... `17-JAN to 08-MAY,Evening,ST ECE:ADV WEAPON SYSTEMS,Bock  Gregory F,R       1700 1815 REXT 319 (Class)`R       1830 1945 REXT 319 (Class),Main,,3,5,0,0,0,5,40
24228,ECE,09556,  1,Full Term ... `17-JAN to 08-MAY,Evening,ADV EMBEDDED SOFTWARE DESIGN,Muhlbaier  Michael David,MW      1830 1945 REXT 341 (Class),Main,,3,5,0,0,0,5,24
24230,ECE,09568,  1,Full Term ... `17-JAN to 08-MAY,Day,DISCRETE EVENT SYSTEMS,Tang  Ying,TR      1530 1645 REXT 341 (Class),Main,,3,5,0,0,0,5,24
24231,ECE,09582,  1,Full Term ... `17-JAN to 08-MAY,Evening,ADV MEMRISTOR/NANOELECTRC VLSI,Shin  Sangho,T       1700 1815 REXT 341 (Class)`T       1830 1945 REXT 341 (Class),Main,,3,5,0,0,0,5,24
23839,ECED,23211,  1,Full Term ... `17-JAN to 08-MAY,Day,SEM:PRIN/PEDAGO INCLUSIV CLASS,Walker  Leah Chelsea,W       1230 1320 JAMES 3099 (Class),Main,,1,25,0,0,0,25,30
23840,ECED,23211,  2,Full Term ... `17-JAN to 08-MAY,Day,SEM:PRIN/PEDAGO INCLUSIV CLASS,STAFF,,Main,,1,0,0,0,0,0,
23013,ECED,23220,  1,Full Term ... `17-JAN to 08-MAY,Day,CONTEMP CHILD IN FAMILY/COMM,Yu  Hae Min,T       0800 1330   (Class)`T       1400 1515 JAMES 3099 (Class)`T       1530 1645 JAMES 3099 (Class),Main,,3,26,0,0,0,26,30
23014,ECED,23220,  2,Full Term ... `17-JAN to 08-MAY,Evening,CONTEMP CHILD IN FAMILY/COMM Literacy Studies only`,Yu  Hae Min,T       0800 1330   (Class)`T       1700 1815 JAMES 3099 (Class)`T       1830 1945 JAMES 3099 (Class),Main,,3,26,0,0,0,26,30
23015,ECED,23220,  3,Full Term ... `17-JAN to 08-MAY,Day,CONTEMP CHILD IN FAMILY/COMM,Seeley  Kathleen Ida,W       0800 1330   (Class)`F       1100 1215 JAMES 3091B (Class)`F       1230 1345 JAMES 3091B (Class),Main,,3,26,0,0,0,26,36
23011,ECED,23320,  1,Full Term ... `17-JAN to 08-MAY,Day,BUILDING BRAINS:COMP & RESIL,O'Cone  Amber R.,M       0800 0915 JAMES 3102 (Class)`M       0930 1045 JAMES 3102 (Class)`W       0800 1120   (Class),Main,,3,15,0,0,0,15,30
23012,ECED,23320,  2,Full Term ... `17-JAN to 08-MAY,Day,BUILDING BRAINS:COMP & RESIL,Ricchezza  Lorraine C.,M       1100 1215 JAMES 3102 (Class)`M       1230 1345 JAMES 3102 (Class)`W       0800 1120   (Class),Main,,3,15,0,0,0,15,30
23007,ECED,23321,  1,Full Term ... `17-JAN to 08-MAY,Day,EFF LRNG ENVT DIVERSE CHILDREN,Isik-Ercan  Zeynep Zennur,T       0800 0915 JAMES 3112 (Class)`T       0930 1045 JAMES 3112 (Class)`R       0800 1120   (Class),Main,,3,25,0,0,0,25,30
23008,ECED,23322,  1,Full Term ... `17-JAN to 08-MAY,Day,INTEG/ADAPT CURRIC-MATH/SCI,Morettini  Brianne Walsh,T       1100 1215 JAMES 3112 (Class)`T       1230 1345 JAMES 3112 (Class)`R       1230 1515   (Class),Main,,3,25,0,0,0,25,30
23009,ECED,23430,  1,Full Term ... `17-JAN to 08-MAY,Day,OBS/ASSESS/EVAL DIVERSE LRN,Seeley  Kathleen Ida,W       0800 1120   (Class)`F       0800 0915 JAMES 3099 (Class)`F       0930 1045 JAMES 3099 (Class),Main,,3,20,0,0,0,20,30
23010,ECED,23431,  1,Full Term ... `17-JAN to 08-MAY,Day,INT/ADAPT CURRIC CONT AREAS,Isik-Ercan  Zeynep Zennur,W       1230 1515   (Class)`F       1100 1215 JAMES 3099 (Class)`F       1230 1345 JAMES 3099 (Class),Main,,3,20,0,0,0,20,30
22934,ECED,23446,  1,Full Term ... `17-JAN to 08-MAY,Day,CLINIC PRAC EARLY CHLDHD ED,STAFF,   ,Off-campus,,10,50,0,0,0,50,
22936,ECED,23447,  1,Full Term ... `17-JAN to 08-MAY,Day,EARLY CHLDHD ED CLINIC SEM,Walker  Dana,   ,Main,,1,50,0,0,0,50,
23617,ECON,04101,  1,Full Term ... `17-JAN to 08-MAY,Day,INTRO ECON-MACROECON,Kalman  Serkan,MW      0800 0915 ROBSON 224 (Class),Main,,3,45,0,0,0,45,50
23618,ECON,04101,  2,Full Term ... `17-JAN to 08-MAY,Day,INTRO ECON-MACROECON,Kalman  Serkan,MW      0930 1045 ROBSON 224 (Class),Main,,3,45,0,0,0,45,50
23619,ECON,04101,  3,Full Term ... `17-JAN to 08-MAY,Day,INTRO ECON-MACROECON,STAFF,,Main,,3,0,0,0,0,0,
23620,ECON,04101,  4,Full Term ... `17-JAN to 08-MAY,Day,INTRO ECON-MACROECON,STAFF,,Main,,3,0,0,0,0,0,
23621,ECON,04101,  5,Full Term ... `17-JAN to 08-MAY,Day,INTRO ECON-MACROECON,Rosenberg  David A,MW      1400 1515 ROBSON 224 (Class),Main,,3,45,0,0,0,45,50
23622,ECON,04101,  6,Full Term ... `17-JAN to 08-MAY,Day,INTRO ECON-MACROECON,Rosenberg  David A,MW      1530 1645 ROBSON 224 (Class),Main,,3,45,0,0,0,45,50
23623,ECON,04101,  7,Full Term ... `17-JAN to 08-MAY,Evening,INTRO ECON-MACROECON,Matriccino  Joseph John,M       1830 1945 ROBSON 224 (Class)`M       2000 2115 ROBSON 224 (Class),Main,,3,45,0,0,0,45,50
23624,ECON,04101,  8,Full Term ... `17-JAN to 08-MAY,Day,INTRO ECON-MACROECON,Trace  Diane M,TR      0800 0915 ROBSON 224 (Class),Main,,3,45,0,0,0,45,50
23625,ECON,04101,  9,Full Term ... `17-JAN to 08-MAY,Day,INTRO ECON-MACROECON,Zarnosky  Kathleen M,TR      1230 1345 ROBSON 224 (Class),Main,,3,45,0,0,0,45,50
23626,ECON,04101, 10,Full Term ... `17-JAN to 08-MAY,Day,INTRO ECON-MACROECON,Zarnosky  Kathleen M,TR      1400 1515 ROBSON 224 (Class),Main,,3,45,0,0,0,45,50
23627,ECON,04101, 11,Full Term ... `17-JAN to 08-MAY,Day,INTRO ECON-MACROECON,Bernstein  Larry R,TR      1530 1645 ROBSON 224 (Class),Main,,3,45,0,0,0,45,50
23628,ECON,04101, 12,Full Term ... `17-JAN to 08-MAY,Evening,INTRO ECON-MACROECON,Bernstein  Larry R,TR      1700 1815 ROBSON 224 (Class),Main,,3,45,0,0,0,45,50
23629,ECON,04101, 13,Full Term ... `17-JAN to 08-MAY,Evening,INTRO ECON-MACROECON,Candalla  Carlo Dennis R,T       1830 1945 ROBSON 224 (Class)`T       2000 2115 ROBSON 224 (Class),Main,,3,45,0,0,0,45,50
23630,ECON,04101, 14,Full Term ... `17-JAN to 08-MAY,Evening,INTRO ECON-MACROECON,Matriccino  Joseph John,W       1830 1945 ROBSON 201A (Class)`W       2000 2115 ROBSON 201A (Class),Main,,3,35,0,0,0,35,40
23631,ECON,04101, 15,Full Term ... `17-JAN to 08-MAY,Evening,INTRO ECON-MACROECON,Rajput  Sharleen,MW      1830 1945 ROBSON 202 (Class),Main,,3,24,0,0,0,24,24
23607,ECON,04101, 16,Full Term ... `17-JAN to 08-MAY,Online,INTRO ECON-MACROECON ONLINE. AFTER REGISTRATION  VISIT ROWANONLINE.COM/PORTAL TO GET STARTED.`,Trace  Diane M,   ,Online,,3,30,0,0,0,30,
23608,ECON,04101, 17,Full Term ... `17-JAN to 08-MAY,Online,INTRO ECON-MACROECON ONLINE. AFTER REGISTRATION  VISIT ROWANONLINE.COM/PORTAL TO GET STARTED.`,Trace  Diane M,   ,Online,,3,30,0,0,0,30,
23614,ECON,04101, 18,Full Term ... `17-JAN to 08-MAY,Evening,INTRO ECON-MACROECON,Knight  Francine V.,T       1830 1945 RUCAB 311 (Class)`T       2000 2115 RUCAB 311 (Class),Camden,,3,30,0,0,0,30,31
23846,ECON,04101, 19,Full Term ... `17-JAN to 08-MAY,Evening,INTRO ECON-MACROECON,Knight  Francine V.,R       1830 1945 ROBSON 224 (Class)`R       2000 2115 ROBSON 224 (Class),Main,,3,45,0,0,0,45,50
23931,ECON,04101, 20,Full Term ... `17-JAN to 08-MAY,Day,INTRO ECON-MACROECON,Jha  Stuti,MW      1230 1345 BUSN 225 (Class),Main,,3,35,0,0,0,35,40
23932,ECON,04101, 21,Full Term ... `17-JAN to 08-MAY,Day,INTRO ECON-MACROECON,Jha  Stuti,MW      1530 1645 BUSN 223 (Class),Main,,3,30,0,0,0,30,40
23632,ECON,04102,  1,Full Term ... `17-JAN to 08-MAY,Evening,INTRO ECON-MICROECON,Ferrari  Robert J,MW      1700 1815 ROBSON 224 (Class),Main,,3,45,0,0,0,45,50
23633,ECON,04102,  2,Full Term ... `17-JAN to 08-MAY,Day,INTRO ECON-MICROECON,STAFF,,Main,,3,0,0,0,0,0,
23634,ECON,04102,  3,Full Term ... `17-JAN to 08-MAY,Evening,INTRO ECON-MICROECON,Leonardo  Michael A.,W       1830 1945 ROBSON 224 (Class)`W       2000 2115 ROBSON 224 (Class),Main,,3,45,0,0,0,45,50
23635,ECON,04102,  4,Full Term ... `17-JAN to 08-MAY,Evening,INTRO ECON-MICROECON,STAFF,,Main,,3,0,0,0,0,0,
23636,ECON,04102,  5,Full Term ... `17-JAN to 08-MAY,Day,INTRO ECON-MICROECON,STAFF,MW      0800 0915 BUSN 208 (Class),Main,,3,35,0,0,0,35,40
23637,ECON,04102,  6,Full Term ... `17-JAN to 08-MAY,Day,INTRO ECON-MICROECON,STAFF,,Main,,3,0,0,0,0,0,
23638,ECON,04102,  7,Full Term ... `17-JAN to 08-MAY,Day,INTRO ECON-MICROECON,Vaden  Robert,MW      1400 1515 BUSN 121 (Class),Main,,3,35,0,0,0,35,40
23639,ECON,04102,  8,Full Term ... `17-JAN to 08-MAY,Day,INTRO ECON-MICROECON,Vaden  Robert,MW      1530 1645 BUSN 208 (Class),Main,,3,35,0,0,0,35,40
23640,ECON,04102,  9,Full Term ... `17-JAN to 08-MAY,Evening,INTRO ECON-MICROECON,Mihok  Timothy G,M       1830 1945 ROBSON 201A (Class)`M       2000 2115 ROBSON 201A (Class),Main,,3,35,0,0,0,35,40
23641,ECON,04102, 10,Full Term ... `17-JAN to 08-MAY,Day,INTRO ECON-MICROECON,Banko  Lauren N,TR      0800 0915 BUSN 221 (Class),Main,,3,35,0,0,0,35,40
23642,ECON,04102, 11,Full Term ... `17-JAN to 08-MAY,Day,INTRO ECON-MICROECON,Kapri  Kul Prasad,TR      1230 1345 BUSN 227 (Class),Main,,3,35,0,0,0,35,40
23643,ECON,04102, 12,Full Term ... `17-JAN to 08-MAY,Day,INTRO ECON-MICROECON,Banko  Lauren N,TR      1530 1645 BUSN 131 (Class),Main,,3,35,0,0,0,35,40
23644,ECON,04102, 13,Full Term ... `17-JAN to 08-MAY,Evening,INTRO ECON-MICROECON,Shinn  Joseph J,T       1830 1945 BUSN 223 (Class)`T       2000 2115 BUSN 223 (Class),Main,,3,35,0,0,0,35,40
23645,ECON,04102, 14,Full Term ... `17-JAN to 08-MAY,Day,INTRO ECON-MICROECON,Verrios  Alfred A,F       0930 1045 BUSN 204 (Class)`F       1100 1215 BUSN 204 (Class),Main,,3,35,0,0,0,35,40
23646,ECON,04102, 15,Full Term ... `17-JAN to 08-MAY,Day,INTRO ECON-MICROECON,Verrios  Alfred A,TR      0800 0915 BUSN 225 (Class),Main,,3,24,0,0,0,24,40
23647,ECON,04102, 16,Full Term ... `17-JAN to 08-MAY,Day,INTRO ECON-MICROECON,STAFF,,Main,,3,0,0,0,0,0,
23648,ECON,04102, 17,Full Term ... `17-JAN to 08-MAY,Evening,INTRO ECON-MICROECON,Shinn  Joseph J,R       1830 1945 BUSN 208 (Class)`R       2000 2115 BUSN 208 (Class),Main,,3,35,0,0,0,35,40
23602,ECON,04102, 18,Full Term ... `17-JAN to 08-MAY,Online,INTRO ECON-MICROECON ONLINE. AFTER REGISTRATION  VISIT ROWANONLINE.COM/PORTAL TO GET STARTED.`,Reaves  Natalie D.,   ,Online,,3,30,0,0,0,30,
23603,ECON,04102, 19,Full Term ... `17-JAN to 08-MAY,Online,INTRO ECON-MICROECON ONLINE. AFTER REGISTRATION  VISIT ROWANONLINE.COM/PORTAL TO GET STARTED.`,Reaves  Natalie D.,   ,Online,,3,30,0,0,0,30,
23933,ECON,04102, 20,Full Term ... `17-JAN to 08-MAY,Day,INTRO ECON-MICROECON,Agcayazi  Busra,MW      1100 1215 ROBSON 224 (Class),Main,,3,45,0,0,0,45,50
23934,ECON,04102, 21,Full Term ... `17-JAN to 08-MAY,Day,INTRO ECON-MICROECON,Agcayazi  Busra,MW      1230 1345 ROBSON 224 (Class),Main,,3,45,0,0,0,45,50
23935,ECON,04102, 22,Full Term ... `17-JAN to 08-MAY,Day,INTRO ECON-MICROECON,Kapri  Kul Prasad,TR      1400 1515 ROBSON 201A (Class),Main,,3,40,0,0,0,40,40
23649,ECON,04200,  1,Full Term ... `17-JAN to 08-MAY,Evening,HISTORY OF ECONOMIC IDEAS,Rajput  Sharleen,MW      1700 1815 BUNCE 109 (Class),Main,,3,30,0,0,0,30,30
23650,ECON,04301,  1,Full Term ... `17-JAN to 08-MAY,Day,INTERMEDIATE MACROECONOMICS,Ferrari  Robert J,MW      1400 1515 BUNCE 109 (Class),Main,,3,0,0,0,0,0,30
23651,ECON,04302,  1,Full Term ... `17-JAN to 08-MAY,Day,INTERMEDIATE MICROECONOMICS,Agcayazi  Busra,F       0930 1045 BUNCE 109 (Class)`F       1100 1215 BUNCE 109 (Class),Main,,3,30,0,0,0,30,30
23604,ECON,04303, 1S,CGCE Module Four Online ... `28-FEB to 24-APR,Online,PRINC OF ECONOMICS: A SURVEY ONLINE. AFTER REGISTRATION  VISIT ROWANONLINE.COM/PORTAL TO GET STARTED.`,Jam  Habib,   ,Online,,3,30,0,0,0,30,
23652,ECON,04305,  1,Full Term ... `17-JAN to 08-MAY,Day,MONEY & BANKING,Mihok  Timothy G,TR      1100 1215 ENTPRZ 406 (Class),Main,,3,30,0,0,0,30,32
23653,ECON,04310,  1,Full Term ... `17-JAN to 08-MAY,Day,GLOBAL ECONOMICS,Kapri  Kul Prasad,TR      0930 1045 ROBSON 224 (Class),Main,,3,30,0,0,0,30,50
23615,ECON,04392,  1,Full Term ... `17-JAN to 08-MAY,Day,ECONOMETRICS,Jha  Stuti,MW      1100 1215 BUSN 107 (Class),Main,,3,40,0,0,0,40,40
23654,ECON,04395,  1,Full Term ... `17-JAN to 08-MAY,Evening,ECON PERS/FINAN PLAN,Rosica  Peter P,R       1830 1945 ROBSON 202 (Class)`R       2000 2115 ROBSON 202 (Class),Main,,3,24,0,0,0,24,24
23609,ECON,04410,  1,Full Term ... `17-JAN to 08-MAY,Day,INTERNSHIP IN ECONOMICS,Ferrari  Robert J,   ,Off-campus,,3,0,0,0,0,0,
23655,ECON,04492,  1,Full Term ... `17-JAN to 08-MAY,Day,SEMINAR IN ECONOMICS-WI,Banko  Lauren N,TR      1230 1345 BUNCE 105 (Class),Main,,3,0,0,0,0,0,30
22795,EDAM,27535, 1C,CGCE Module Four On-Site ... `14-MAR to 08-MAY,Evening,SCHOOL FINANCE/RECORDS FOR SCHOOL ADMINISTRATION.`,Raivetz  Mark J,T       1645 2130 ENTPRZ 514 (Class),Main,Materials `Required,3,20,0,0,0,20,40
22796,EDAM,27535, 2C,CGCE Module Four Online ... `28-FEB to 24-APR,Online,SCHOOL FINANCE/RECORDS ONLINE. AFTER REGISTRATION  VISIT ROWANONLINE.COM/PORTAL TO GET STARTED. FOR NJTOP SCHOOL ADMINISTRATION AND CAGS PRINCIPAL PREP.`,Sarruda  James,   ,Online,Materials `Required,3,20,0,0,0,20,
22797,EDAM,27535, 3C,CGCE Module Four Online ... `28-FEB to 24-APR,Online,SCHOOL FINANCE/RECORDS ONLINE. AFTER REGISTRATION  VISIT ROWANONLINE.COM/PORTAL TO GET STARTED. FOR NJTOP SCHOOL ADMINISTRATION AND CAGS PRINCIPAL PREP.`,Cook  Spike C,   ,Online,Materials `Required,3,20,0,0,0,20,
22798,EDAM,27535, 4C,CGCE Module Four Online ... `28-FEB to 24-APR,Online,SCHOOL FINANCE/RECORDS ONLINE. AFTER REGISTRATION  VISIT ROWANONLINE.COM/PORTAL TO GET STARTED. FOR NJTOP SCHOOL ADMINISTRATION AND CAGS PRINCIPAL PREP.`,Ward  Nancy B,   ,Online,Materials `Required,3,20,0,0,0,20,
22776,EDAM,27601, 1C,Full Term ... `17-JAN to 08-MAY,Evening,PRAC/SEM ADMIN-SUPV II FOR SCHOOL ADMINISTRATION.`,Raivetz  Mark J,T       1645 2130 ENTPRZ 517 (Class),Main,,3,15,0,0,0,15,40
22777,EDAM,27601, 2C,Full Term ... `17-JAN to 08-MAY,Online,PRAC/SEM ADMIN-SUPV II ONLINE. AFTER REGISTRATION  VISIT ROWANONLINE.COM/PORTAL TO GET STARTED. FOR NJTOP SCHOOL ADMINISTRATION AND CAGS PRINCIPAL PREP.`,Williams  Melissa L,   ,Online,,3,15,0,0,0,15,
22778,EDAM,27601, 3C,Full Term ... `17-JAN to 08-MAY,Online,PRAC/SEM ADMIN-SUPV II ONLINE. AFTER REGISTRATION  VISIT ROWANONLINE.COM/PORTAL TO GET STARTED. FOR NJTOP SCHOOL ADMINISTRATION AND CAGS PRINCIPAL PREP.`,Browne  Evelyn C.,   ,Online,,3,15,0,0,0,15,
22779,EDAM,27601, 4C,Full Term ... `17-JAN to 08-MAY,Online,PRAC/SEM ADMIN-SUPV II ONLINE. AFTER REGISTRATION  VISIT ROWANONLINE.COM/PORTAL TO GET STARTED. FOR NJTOP SCHOOL ADMINISTRATION AND CAGS PRINCIPAL PREP.`,Jallow  Shelley L,   ,Online,,3,15,0,0,0,15,
22780,EDAM,27601, 5C,Full Term ... `17-JAN to 08-MAY,Online,PRAC/SEM ADMIN-SUPV II ONLINE. AFTER REGISTRATION  VISIT ROWANONLINE.COM/PORTAL TO GET STARTED. FOR NJTOP SCHOOL ADMINISTRATION AND CAGS PRINCIPAL PREP.`,Moore  Lori L,   ,Online,,3,15,0,0,0,15,
22708,EDAM,27622,  1,Full Term ... `17-JAN to 08-MAY,Evening,PLAN/RESOUR ALLOC HIGHER ED,McCargo  Donavan Dupree,R       1945 2215 JAMES 2100 (Class),Main,,3,20,0,0,0,20,30
22709,EDAM,27623,  1,Full Term ... `17-JAN to 08-MAY,Evening,DIVERSITY IN HIGHER EDUCATION,Mills  John T.,T       1945 2215 JAMES 2100 (Class),Main,,3,20,0,0,0,20,30
22710,EDAM,27629,  1,Full Term ... `17-JAN to 08-MAY,Evening,SEM/INTERN HIGHER ED ADM II,Sisco  Burton R.,T       1700 1930 JAMES 2098 (Class),Main,,3,15,0,0,0,15,18
22711,EDAM,27629,  2,Full Term ... `17-JAN to 08-MAY,Evening,SEM/INTERN HIGHER ED ADM II,Sisco  Burton R.,R       1700 1930 JAMES 2098 (Class),Main,,3,15,0,0,0,15,18
22712,EDAM,27630,  1,Full Term ... `17-JAN to 08-MAY,Evening,ACADEMIC ADVISING IN HIGHER ED,Damminger  Joanne K,W       1945 2215 JAMES 2100 (Class),Main,,3,20,0,0,0,20,30
22766,EDAM,27704, 1C,CGCE Module Four Online ... `28-FEB to 24-APR,Hybrid,CHANGING ORGANIZATIONS HYBRID. AFTER REGISTRATION  VISIT ROWANONLINE.COM/PORTAL TO GET STARTED ONLINE. THERE WILL ALSO BE 3  SATURDAY  FACE-TO-FACE MEETINGS FROM 9AM TO 2PM AT NJPSA  12 CENTRE DR  MONROE TWP  NJ  08831-1564. DATES TBD. FOR NJPSA ED.D. PROGRAM STUDENTS.`,Thompson  Carol C,   ,NJPSA - Jamesburg,,3,15,0,0,0,15,
22767,EDAM,27704, 2C,CGCE Module Four Online ... `28-FEB to 24-APR,Online,CHANGING ORGANIZATIONS ONLINE. AFTER REGISTRATION  VISIT ROWANONLINE.COM/PORTAL TO GET STARTED. FOR ONLINE ED.D. PROGRAM STUDENTS.`,Coaxum  James,   ,Online,,3,15,0,0,0,15,
22769,EDAM,27704, 3C,CGCE Module Four Online ... `28-FEB to 24-APR,Online,CHANGING ORGANIZATIONS ONLINE. AFTER REGISTRATION  VISIT ROWANONLINE.COM/PORTAL TO GET STARTED. FOR ONLINE ED.D. PROGRAM STUDENTS.`,McCombs  Tyrone,   ,Online,,3,15,0,0,0,15,
22713,EDAM,27737,  1,Full Term ... `17-JAN to 08-MAY,Evening,COL STDN:ISSUES/SUPPORT PRG,Walpole  MaryBeth,T       1700 1930 JAMES 2100 (Class),Main,,3,20,0,0,0,20,30
22749,EDAM,27750, 1C,CGCE Module Three On-Site ... `17-JAN to 13-MAR,Evening,APP ETHICS ED LEADERSHIP FOR CAMDEN ED.D. PROGRAM STUDENTS.`,Sam  Cecile Huynh,T       1700 2100 RUCAB 510 (Class),Camden,,3,14,0,0,0,14,14
22750,EDAM,27750, 2C,CGCE Module Three Online ... `03-JAN to 27-FEB,Hybrid,APP ETHICS ED LEADERSHIP HYBRID. AFTER REGISTRATION  VISIT ROWANONLINE.COM/PORTAL TO GET STARTED ONLINE. THERE WILL ALSO BE 3  SATURDAY  FACE-TO-FACE MEETINGS FROM 9AM TO 2PM AT NJPSA  12 CENTRE DR  MONROE TWP  NJ 08831-1564. DATES TBD. FOR NJPSA ED.D. PROGRAM STUDENTS.`,Sam  Cecile Huynh,   ,NJPSA - Jamesburg,,3,15,0,0,0,15,
22752,EDAM,27750, 3C,CGCE Module Three Online ... `03-JAN to 27-FEB,Online,APP ETHICS ED LEADERSHIP ONLINE. AFTER REGISTRATION  VISIT ROWANONLINE.COM/PORTAL TO GET STARTED. FOR ONLINE ED.D. PROGRAM STUDENTS.`,McCombs  Tyrone,   ,Online,,3,15,0,0,0,15,
22754,EDAM,27752, 1C,CGCE Module Four On-Site ... `14-MAR to 08-MAY,Evening,ADVANCED LEADERSHIP FOR CAMDEN ED.D. PROGRAM STUDENTS.`,Sharp  Carol,T       1700 2100 RUCAB 510 (Class),Camden,,3,14,0,0,0,14,14
22757,EDAM,27752, 2C,CGCE Module Four Online ... `28-FEB to 24-APR,Hybrid,ADVANCED LEADERSHIP HYBRID. AFTER REGISTRATION  VISIT ROWANONLINE.COM/PORTAL TO GET STARTED ONLINE. THERE WILL ALSO BE 3  SATURDAY  FACE-TO-FACE MEETINGS FROM 9AM TO 2PM AT NJPSA  12 CENTRE DR  MONROE TWP  NJ  08831-1564. DATES TBD. FOR NJPSA ED.D. PROGRAM STUDENTS.`,Sharp  Carol,   ,NJPSA - Jamesburg,,3,15,0,0,0,15,
22758,EDAM,27752, 3C,CGCE Module Four Online ... `28-FEB to 24-APR,Online,ADVANCED LEADERSHIP ONLINE. AFTER REGISTRATION  VISIT ROWANONLINE.COM/PORTAL TO GET STARTED. FOR ONLINE ED.D. PROGRAM STUDENTS.`,Manning  Jo Ann B,   ,Online,,3,15,0,0,0,15,
23656,EDPA,02410,  1,Full Term ... `17-JAN to 08-MAY,Day,PUBLIC POLICY,Mayer  David Robert,MW      1530 1645 ROBSON 202 (Class),Main,,3,24,0,0,0,24,24
23610,EDPA,02490,  1,Full Term ... `17-JAN to 08-MAY,Day,PUBLIC SER INTERNSHP,Gougon  Danielle R,   ,Off-campus,,3,12,0,0,0,12,
23611,EDPA,02490,  2,Full Term ... `17-JAN to 08-MAY,Day,PUBLIC SER INTERNSHP,Gougon  Danielle R,   ,Off-campus,,6,12,0,0,0,12,
23612,EDPA,02490,  3,Full Term ... `17-JAN to 08-MAY,Day,PUBLIC SER INTERNSHP,Gougon  Danielle R,   ,Off-campus,,9,12,0,0,0,12,
23613,EDPA,02490,  4,Full Term ... `17-JAN to 08-MAY,Day,PUBLIC SER INTERNSHP,Gougon  Danielle R,   ,Off-campus,,12,12,0,0,0,12,
22714,EDST,24501,  1,Full Term ... `17-JAN to 08-MAY,Evening,PROCEDURES/EVAL IN RESEARCH,Sisco  Burton R.,W       1700 1930 JAMES 2100 (Class),Main,,3,20,0,0,0,20,30
22784,EDST,24504, 1C,CGCE Module Four Online ... `28-FEB to 24-APR,Online,ACTION RSRCH IN EDUCATION ONLINE. AFTER REGISTRATION  VISIT ROWANONLINE.COM/PORTAL TO GET STARTED. FOR NJTOP SCHOOL ADMINISTRATION AND CAGS PRINCIPAL PREP.`,Dugan  John J,   ,Online,,3,20,0,0,0,20,
22785,EDST,24504, 2C,CGCE Module Four Online ... `28-FEB to 24-APR,Online,ACTION RSRCH IN EDUCATION ONLINE. AFTER REGISTRATION  VISIT ROWANONLINE.COM/PORTAL TO GET STARTED. FOR NJTOP SCHOOL ADMINISTRATION AND CAGS PRINCIPAL PREP.`,McCarron  Sean R.,   ,Online,,3,20,0,0,0,20,
22786,EDST,24504, 3C,CGCE Module Four Online ... `28-FEB to 24-APR,Online,ACTION RSRCH IN EDUCATION ONLINE. AFTER REGISTRATION  VISIT ROWANONLINE.COM/PORTAL TO GET STARTED. FOR NJTOP SCHOOL ADMINISTRATION AND CAGS PRINCIPAL PREP.`,Hibbs  Eric M.,   ,Online,,3,20,0,0,0,20,
22735,EDST,24724, 1C,CGCE First Session ... `03-JAN to 27-MAR,Hybrid,ISSUES QUALITATV ANAL ED RSRCH HYBRID. AFTER REGISTRATION  VISIT ROWANONLINE.COM/PORTAL TO GET STARTED ONLINE. THERE WILL ALSO BE 3 SATURDAY  FACE-TO-FACE MEETINGS FROM 9AM TO 2PM AT MIDDLESEX COUNTY COLLEGE. DATES TBD. FOR MIDDLESEX ED.D. PROGRAM STUDENTS.`,Kerrigan  Monica Reid,   ,Middlesex CC,,3,15,0,0,0,15,
